preset,seed,solid_probability,baseline_rho_min,raised_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,support_to_load_patch_components,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s
cantilever_gpu_medium,59,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22357,0.349328125,2781,13854,0.619671691192915,0,9.264108856814574e-07,9.264108856814574e-07,1.0,0.02133989999856567,4.919349999996484,3862.429696,991.540736,keep,0,1,1,27,9.264108775099309e-07,0.02147010000044247,4.913296899998386,3862.429696,991.028736,2177.98656,0.0,0.0,9.875456899993878
cantilever_gpu_medium,61,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5057,0.079015625,3974,10,0.0019774569903104606,0,0.04958056167299904,0.02162435456212712,0.43614581667604374,0.022290000000793952,18.626164499997685,3862.429696,991.540736,high_r50,1,1,1,122,9.97702733193766e-07,0.02133289999619592,20.1893213000003,3862.429696,991.028736,2177.98656,0.0,0.0,38.85910869999498
cantilever_gpu_medium,61,0.1,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,6302,0.09846875,4612,10,0.0015867978419549348,0,0.11559345602670883,0.07567849915542833,0.654695358688317,0.02153050000197254,19.076823600000353,3862.429696,991.540736,high_r50,1,1,1,125,8.983401753945056e-07,0.021070700000564102,21.61856180000177,3862.429696,991.028736,2177.98656,0.0,0.0,40.73798660000466
cantilever_gpu_medium,61,0.12,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,7616,0.119,5157,12,0.0015756302521008404,0,0.26519184490730086,0.20486143776518717,0.7725027812857425,0.02123050000227522,19.692440600003465,3862.429696,991.540736,high_r50,1,1,1,120,7.687816243675762e-07,0.02375709999614628,20.422377799994138,3862.429696,991.028736,2177.98656,0.0,0.0,40.159805999996024
cantilever_gpu_medium,61,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9511,0.148609375,5580,21,0.0022079697192724213,0,0.18539823262562294,0.18520492502429756,0.99895733848922,0.023022900000796653,18.877291799995874,3862.429696,991.540736,high_r50,1,1,1,103,8.231180550730872e-07,0.02165439999953378,17.137134799995692,3862.429696,991.028736,2177.98656,0.0,0.0,36.0591038999919
cantilever_gpu_medium,61,0.18,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,11461,0.179078125,5750,38,0.003315592007678213,0,0.002722419204050022,0.00038067242650481175,0.13982873245182165,0.022291999994195066,19.50510299999587,3862.429696,991.540736,keep,0,1,1,246,9.533765940031444e-07,0.023109300003852695,51.92436389999784,3862.429696,991.028736,2177.98656,0.0,0.0,71.47486819999176
cantilever_gpu_medium,61,0.2,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,12673,0.198015625,5728,41,0.0032352244930166497,0,0.0006596309392326336,0.00016871634295038103,0.25577384703430267,0.024981900001876056,19.627328700000362,3862.429696,991.540736,keep,0,1,1,148,9.99122853879036e-07,0.02134700000169687,30.433301199998823,3862.429696,991.028736,2177.98656,0.0,0.0,50.10695880000276
cantilever_gpu_medium,61,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,15851,0.247671875,5233,113,0.007128887767333291,0,6.329309074346675e-06,7.65546976131717e-07,0.12095269280410965,0.02695030000177212,10.675427100002707,3862.429696,991.540736,keep,0,1,1,53,7.655469716159899e-07,0.021868399999220856,10.45912710000266,3862.429696,991.028736,2177.98656,0.0,0.0,21.18337290000636
cantilever_gpu_medium,61,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,19071,0.297984375,4100,541,0.02836767867442714,0,3.861493889594382e-07,3.861493889594382e-07,1.0,0.022501400002511218,6.7730286000005435,3862.429696,991.540736,keep,0,1,1,36,3.861493879501966e-07,0.0212866000001668,6.835764700001164,3862.429696,991.028736,2177.98656,0.0,0.0,13.652581300004385
cantilever_gpu_medium,61,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22308,0.3485625,2842,13104,0.5874125874125874,1,2.812850062211931e-07,2.812850062211931e-07,1.0,0.023901200002001133,5.168117699999129,3862.429696,991.540736,keep,0,1,1,27,2.812850073842194e-07,0.023590700002387166,4.7697178999951575,3862.429696,991.028736,2177.98656,0.0,0.0,9.985327499998675
cantilever_gpu_medium,67,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5175,0.080859375,4039,8,0.0015458937198067632,0,0.09180394485583895,0.03303497767756602,0.35984268137323855,0.021630700000969227,18.402212300003157,3862.429696,991.540736,high_r50,1,1,1,125,6.859686808905234e-07,0.021178800001507625,19.800292899999477,3862.429696,991.028736,2177.98656,0.0,0.0,38.24531470000511
